audio_path,text
segments/segment_004019.wav,小女子真的好想要啊。
segments/segment_004928.wav,啊，这鸡巴的味道。啊。
segments/segment_001007.wav,啊，全身都被爸爸的大鸡巴操软了。
segments/segment_002074.wav,顶的姐姐好舒服嗯。
segments/segment_005371.wav,喝奶。去凉裤，我的奶。
segments/segment_005177.wav,不？女王要加快了。挺住啊。哎呦，再低一点，屁股撅的高一点。哦，对。
segments/segment_000946.wav,你饶了儿媳吧。
segments/segment_004352.wav,蛋蛋。这么晚了，别打游戏了吧。
segments/segment_002484.wav,好爽啊。感觉好刺激。
segments/segment_002699.wav,用力贴在一起。把儿子的大鸡巴像这样。
segments/segment_004326.wav,你满脸都是。
segments/segment_000901.wav,啊。
segments/segment_001824.wav,嗯。嗯。嗯。嗯。
segments/segment_005326.wav,但是我没有开口的话，西西可不能射出来啊？小梅这一个月。
segments/segment_000662.wav,背着你。就那种事呢。
segments/segment_000041.wav,就这样。揉大了一点。把我的奶子从胸罩里面推出来。
segments/segment_005477.wav,三。二。一。
segments/segment_002065.wav,急死我了。
